,Portfolio,Symbol,Num.Txns,Num.Trades,Net.Trading.PL,Avg.Trade.PL,Med.Trade.PL,Largest.Winner,Largest.Loser,Gross.Profits,Gross.Losses,Std.Dev.Trade.PL,Std.Err.Trade.PL,Percent.Positive,Percent.Negative,Profit.Factor,Avg.Win.Trade,Med.Win.Trade,Avg.Losing.Trade,Med.Losing.Trade,Avg.Daily.PL,Med.Daily.PL,Std.Dev.Daily.PL,Std.Err.Daily.PL,Ann.Sharpe,Max.Drawdown,Profit.To.Max.Draw,Avg.WinLoss.Ratio,Med.WinLoss.Ratio,Max.Equity,Min.Equity,End.Equity
RDH.AX,multipleSymbols,RDH.AX,6,3,-20,-6.66666666666667,-2,6.00000000000001,-24,6.00000000000001,-26,15.5349069303081,8.96908269804915,33.3333333333333,66.6666666666667,0.230769230769231,6.00000000000001,6.00000000000001,-13,-13,-6.66666666666667,-2,15.5349069303081,8.96908269804915,-6.81240337759043,-30,-0.666666666666667,0.461538461538462,0.461538461538462,6,-24,-20
RDY.AX,multipleSymbols,RDY.AX,6,3,24,8.00000000000001,12,18,-6.00000000000001,30,-6.00000000000001,12.4899959967968,7.21110255092799,66.6666666666667,33.3333333333333,5,15,15,-6.00000000000001,-6.00000000000001,8.00000000000001,12,12.4899959967968,7.21110255092799,10.1678225488359,-32,0.75,2.5,2.5,51,-6,24
RED.AX,multipleSymbols,RED.AX,4,2,-7,-3.5,-3.5,0,-6.5,0,-7,4.24264068711928,3,0,100,0,NA,NA,-3.5,-3.5,-3.5,-3.5,4.24264068711928,3,-13.0958008537088,-8.5,-0.823529411764706,NA,NA,1.5,-7,-7
REF.AX,multipleSymbols,REF.AX,6,3,39,13,12.5,24,0,39,0,10.758717395675,6.21154838452807,100,0,NA,13,12.5,NA,NA,13,12.5,10.758717395675,6.21154838452807,19.1815245882375,-31,1.25806451612903,NA,NA,49,0,39
REX.AX,multipleSymbols,REX.AX,2,1,12,12,12,12,0,12,0,NA,NA,100,0,NA,12,12,NA,NA,12,12,NA,NA,NA,-40,0.3,NA,NA,34,-6,12
RFF.AX,multipleSymbols,RFF.AX,2,1,3.94649999999999,3.94649999999999,3.94649999999999,3.94649999999999,0,3.94649999999999,0,NA,NA,100,0,NA,3.94649999999999,3.94649999999999,NA,NA,3.94649999999999,3.94649999999999,NA,NA,NA,0,NA,NA,NA,3.94649999999999,0,3.94649999999999
RFN.AX,multipleSymbols,RFN.AX,6,3,-26,-8.66666666666666,-15,4,-15,4,-30,10.9696551146029,6.33333333333333,33.3333333333333,66.6666666666667,0.133333333333334,4,4,-15,-15,-8.66666666666666,-15,10.9696551146029,6.33333333333333,-12.5417861125107,-42,-0.619047619047619,0.266666666666667,0.266666666666667,6,-36,-26
RHI.AX,multipleSymbols,RHI.AX,8,4,-163.7576,-40.9394,-23.3788,52,-169,52,-215.7576,92.6825479226807,46.3412739613403,25,75,0.241011208875145,52,52,-71.9192,-31,-40.9394,-23.3788,92.6825479226807,46.3412739613403,-7.01203022479865,-264,-0.62029393939394,0.723033626625435,1.67741935483871,100.2424,-163.7576,-163.7576
RHP.AX,multipleSymbols,RHP.AX,4,2,10,5,5,19,-8.99999999999999,19,-8.99999999999999,19.7989898732233,14,50,50,2.11111111111111,19,19,-8.99999999999999,-8.99999999999999,5,5,19.7989898732233,14,4.00891862868637,-43,0.232558139534884,2.11111111111111,2.11111111111111,49,0,10
RHY.AX,multipleSymbols,RHY.AX,4,2,-3,-1.49999999999999,-1.49999999999999,6.00000000000001,-8.99999999999999,6.00000000000001,-8.99999999999999,10.6066017177982,7.49999999999999,50,50,0.666666666666668,6.00000000000001,6.00000000000001,-8.99999999999999,-8.99999999999999,-1.49999999999999,-1.49999999999999,10.6066017177982,7.49999999999999,-2.24499443206435,-28.5,-0.105263157894737,0.666666666666668,0.666666666666668,13,-25,-3
RIC.AX,multipleSymbols,RIC.AX,2,1,17,17,17,17,0,17,0,NA,NA,100,0,NA,17,17,NA,NA,17,17,NA,NA,NA,-7,2.42857142857143,NA,NA,23,-4,17
RKN.AX,multipleSymbols,RKN.AX,2,1,-10,-10,-10,0,-10,0,-10,NA,NA,0,100,0,NA,NA,-10,-10,-10,-10,NA,NA,NA,-10,-1,NA,NA,0,-10,-10
RLE.AX,multipleSymbols,RLE.AX,10,5,29,5.80000000000001,6.00000000000001,18,-6.00000000000001,36,-6.99999999999998,9.65401470891774,4.31740662898458,60,40,5.14285714285716,12,12,-3.49999999999999,-3.49999999999999,5.80000000000001,6.00000000000001,9.65401470891774,4.31740662898458,9.53718721186511,-32,0.906250000000001,3.42857142857144,3.42857142857144,56,-6,29
RLT.AX,multipleSymbols,RLT.AX,4,2,40,20,20,31,0,40,0,15.556349186104,11,100,0,NA,20,20,NA,NA,20,20,15.556349186104,11,20.4090402914942,-85,0.470588235294117,NA,NA,125,0,40
RMC.AX,multipleSymbols,RMC.AX,14,7,30,4.28571428571428,3,31,-15,49,-19,14.1593818805093,5.3517433106031,71.4285714285714,28.5714285714286,2.57894736842105,9.8,4.49999999999999,-9.5,-9.5,4.28571428571428,3,14.1593818805093,5.3517433106031,4.8048428749076,-55,0.545454545454546,1.03157894736842,0.473684210526315,85,-5.99999999999999,30
RMS.AX,multipleSymbols,RMS.AX,12,6,-42,-6.99999999999999,-9.99999999999999,25,-33,25,-67,18.8467503830236,7.69415362466854,16.6666666666667,83.3333333333333,0.373134328358209,25,25,-13.4,-12,-6.99999999999999,-9.99999999999999,18.8467503830236,7.69415362466854,-5.89605915112064,-80.5,-0.521739130434782,1.86567164179105,2.08333333333334,16,-80.5,-42
RND.AX,multipleSymbols,RND.AX,2,1,4,4,4,4,0,4,0,NA,NA,100,0,NA,4,4,NA,NA,4,4,NA,NA,NA,0,NA,NA,NA,4,0,4
RNO.AX,multipleSymbols,RNO.AX,2,1,-4.5,-4.5,-4.5,0,-4.5,0,-4.5,NA,NA,0,100,0,NA,NA,-4.5,-4.5,-4.5,-4.5,NA,NA,NA,-6,-0.75,NA,NA,0.5,-5.5,-4.5
RPM.AX,multipleSymbols,RPM.AX,2,1,8.5,8.5,8.5,8.5,0,8.5,0,NA,NA,100,0,NA,8.5,8.5,NA,NA,8.5,8.5,NA,NA,NA,-3,2.83333333333333,NA,NA,10.5,0,8.5
RRL.AX,multipleSymbols,RRL.AX,2,1,16.0000000000001,16,16,16,0,16,0,NA,NA,100,0,NA,16,16,NA,NA,16,16,NA,NA,NA,-26.0000000000001,0.615384615384616,NA,NA,42.0000000000001,0,16.0000000000001
RSG.AX,multipleSymbols,RSG.AX,4,2,-18.5,-9.25,-9.25,0,-12.5,0,-18.5,4.59619407771256,3.25,0,100,0,NA,NA,-9.25,-9.25,-9.25,-9.25,4.59619407771256,3.25,-31.9479976870698,-19.5,-0.948717948717948,NA,NA,0,-19.5,-18.5
RUL.AX,multipleSymbols,RUL.AX,6,3,7,2.33333333333333,1,10,-4,11,-4,7.09459888459759,4.09606857581484,66.6666666666667,33.3333333333333,2.75,5.5,5.5,-4,-4,2.33333333333333,1,7.09459888459759,4.09606857581484,5.2209460968004,-14.5,0.482758620689655,1.375,1.375,15.5,0,7
RXP.AX,multipleSymbols,RXP.AX,4,2,-16.0796,-8.03980000000004,-8.03980000000004,0,-8.57960000000006,0,-16.0796000000001,0.763392480969038,0.539800000000029,0,100,0,NA,NA,-8.03980000000004,-8.03980000000004,-8.03980000000004,-8.03980000000004,0.763392480969038,0.539800000000029,-167.185126295945,-24.5796,-0.654184771111004,NA,NA,0.5,-24.0796,-16.0796
RYD.AX,multipleSymbols,RYD.AX,4,2,21.5,10.75,10.75,17,0,21.5,0,8.83883476483184,6.25,100,0,NA,10.75,10.75,NA,NA,10.75,10.75,8.83883476483184,6.25,19.3069521157535,-9.70000000000002,2.21649484536082,NA,NA,22,-2,21.5
RZI.AX,multipleSymbols,RZI.AX,4,2,43,21.5,21.5,51,-8.00000000000001,51,-8.00000000000001,41.7193000900063,29.5,50,50,6.37499999999999,51,51,-8.00000000000001,-8.00000000000001,21.5,21.5,41.7193000900063,29.5,8.18091191345489,-58,0.741379310344828,6.37499999999999,6.37499999999999,86,0,43
S32.AX,multipleSymbols,S32.AX,4,2,48.9999999999999,24.5,24.5,48,0,49,0,33.2340187157677,23.5,100,0,NA,24.5,24.5,NA,NA,24.5,24.5,33.2340187157677,23.5,11.7026305501228,-72.0000000000001,0.680555555555554,NA,NA,96.9999999999999,-8,48.9999999999999
SAR.AX,multipleSymbols,SAR.AX,14,7,-139.2789,-19.8969857142857,-6.37500000000002,4,-81,6.9423,-146.2212,31.3276932473186,11.8407550688175,28.5714285714286,71.4285714285714,0.0474780674758517,3.47115,3.47115,-29.24424,-12.75,-19.8969857142857,-6.37500000000002,31.3276932473186,11.8407550688175,-10.0822889749747,-226.1156,-0.615963250655859,0.118695168689629,0.272247058823529,33.8367,-192.2789,-139.2789
SBM.AX,multipleSymbols,SBM.AX,4,2,23.2418000000001,11.6209,11.6209,29.0523,-5.81050000000003,29.0523,-5.81050000000003,24.6517222911504,17.4314,50,50,4.99996557955424,29.0523,29.0523,-5.81050000000003,-5.81050000000003,11.6209,11.6209,24.6517222911504,17.4314,7.48329330850555,-13.5578,1.71427517738867,4.99996557955424,4.99996557955424,36.7995,-11.621,23.2418000000001
SCI.AX,multipleSymbols,SCI.AX,2,1,6.00000000000006,6.00000000000005,6.00000000000005,6.00000000000005,0,6.00000000000005,0,NA,NA,100,0,NA,6.00000000000005,6.00000000000005,NA,NA,6.00000000000005,6.00000000000005,NA,NA,NA,0,NA,NA,NA,6.00000000000006,0,6.00000000000006
SCL.AX,multipleSymbols,SCL.AX,2,1,-5,-4.99999999999999,-4.99999999999999,0,-4.99999999999999,0,-4.99999999999999,NA,NA,0,100,0,NA,NA,-4.99999999999999,-4.99999999999999,-4.99999999999999,-4.99999999999999,NA,NA,NA,-10,-0.5,NA,NA,5,-10,-5
SDF.AX,multipleSymbols,SDF.AX,4,2,-18.9999999999999,-9.5,-9.5,0,-10,0,-19,0.707106781186564,0.500000000000012,0,100,0,NA,NA,-9.5,-9.5,-9.5,-9.5,0.707106781186564,0.500000000000012,-213.27447104611,-25,-0.759999999999998,NA,NA,0,-25,-18.9999999999999
SDG.AX,multipleSymbols,SDG.AX,4,2,27,13.5,13.5,23,0,27,0,13.4350288425444,9.5,100,0,NA,13.5,13.5,NA,NA,13.5,13.5,13.4350288425444,9.5,15.9512762278258,-6.00000000000003,4.49999999999998,NA,NA,27,-1.00000000000003,27
SDI.AX,multipleSymbols,SDI.AX,6,3,10,3.33333333333334,6.00000000000001,9.00000000000001,-5,15,-5,7.371114795832,4.25571511160124,66.6666666666667,33.3333333333333,3,7.50000000000001,7.50000000000001,-5,-5,3.33333333333334,6.00000000000001,7.371114795832,4.25571511160124,7.17870060186998,-11,0.909090909090909,1.5,1.5,18,-0.5,10
SDV.AX,multipleSymbols,SDV.AX,8,4,12.5,3.125,3.5,14,-8.50000000000001,22.5,-10,10.0612706288354,5.03063531441772,50,50,2.25,11.25,11.25,-5,-5,3.125,3.5,10.0612706288354,5.03063531441772,4.93057377268888,-17.5,0.714285714285714,2.25,2.25,25.5,-4.5,12.5
SEC.AX,multipleSymbols,SEC.AX,2,1,5,4.99999999999998,4.99999999999998,4.99999999999998,0,4.99999999999998,0,NA,NA,100,0,NA,4.99999999999998,4.99999999999998,NA,NA,4.99999999999998,4.99999999999998,NA,NA,NA,-10,0.499999999999999,NA,NA,11,-1.00000000000003,5
SEQ.AX,multipleSymbols,SEQ.AX,10,5,1.5,0.3,-1,5,-4.49999999999999,8,-6.49999999999999,3.73496987939662,1.67032930884901,40,60,1.23076923076923,4,4,-2.16666666666666,-1,0.3,-1,3.73496987939662,1.67032930884901,1.27507115550973,-7.5,0.2,1.84615384615385,3.99999999999999,9,-2,1.5
SES.AX,multipleSymbols,SES.AX,2,1,1.5,1.5,1.5,1.5,0,1.5,0,NA,NA,100,0,NA,1.5,1.5,NA,NA,1.5,1.5,NA,NA,NA,-5.5,0.272727272727273,NA,NA,5,-2.5,1.5
SFX.AX,multipleSymbols,SFX.AX,4,2,-3.99999999999999,-1.99999999999999,-1.99999999999999,3,-6.99999999999998,3,-6.99999999999998,7.07106781186547,4.99999999999999,50,50,0.42857142857143,3,3,-6.99999999999998,-6.99999999999998,-1.99999999999999,-1.99999999999999,7.07106781186547,4.99999999999999,-4.48998886412871,-17,-0.235294117647058,0.42857142857143,0.42857142857143,13,-3.99999999999999,-3.99999999999999
SGF.AX,multipleSymbols,SGF.AX,6,3,-42,-14,-17,0,-23,0,-42,10.816653826392,6.2449979983984,0,100,0,NA,NA,-14,-17,-14,-17,10.816653826392,6.2449979983984,-20.5463827997496,-50.9999999999999,-0.823529411764707,NA,NA,8.99999999999994,-42,-42
SGP.AX,multipleSymbols,SGP.AX,4,2,38.0000000000001,19,19,37,0,38.0000000000001,0,25.4558441227157,18,100,0,NA,19,19,NA,NA,19,19,25.4558441227157,18,11.8485817247842,-13.9999999999999,2.71428571428573,NA,NA,38.0000000000001,-11,38.0000000000001
SGR.AX,multipleSymbols,SGR.AX,4,2,-21.9999999999999,-11,-11,0,-15,0,-21.9999999999999,5.65685424949242,4.00000000000003,0,100,0,NA,NA,-11,-11,-11,-11,5.65685424949242,4.00000000000003,-30.8686734408847,-45.9999999999999,-0.478260869565217,NA,NA,10,-35.9999999999999,-21.9999999999999
SHJ.AX,multipleSymbols,SHJ.AX,4,2,-16,-8.00000000000001,-8.00000000000001,0,-15,0,-16,9.89949493661167,7.00000000000001,0,100,0,NA,NA,-8.00000000000001,-8.00000000000001,-8.00000000000001,-8.00000000000001,9.89949493661167,7.00000000000001,-12.8285396117964,-16,-1,NA,NA,0,-16,-16
SHM.AX,multipleSymbols,SHM.AX,6,3,5.49999999999999,1.83333333333333,-1.5,11,-4,11,-5.50000000000001,8.03637563416079,4.63980363569168,33.3333333333333,66.6666666666667,2,11,11,-2.75,-2.75,1.83333333333333,-1.5,8.03637563416079,4.63980363569168,3.62144152371364,-12.5,0.439999999999999,3.99999999999999,3.99999999999999,8.5,-7,5.49999999999999
SIG.AX,multipleSymbols,SIG.AX,4,2,-11.5,-5.75,-5.75,0,-7.00000000000001,0,-11.5,1.76776695296638,1.25000000000001,0,100,0,NA,NA,-5.75,-5.75,-5.75,-5.75,1.76776695296638,1.25000000000001,-51.6348719374801,-14,-0.821428571428571,NA,NA,1.5,-12.5,-11.5
SIO.AX,multipleSymbols,SIO.AX,6,3,2,0.666666666666665,0.5,0.999999999999995,0,2,0,0.28867513459481,0.166666666666665,100,0,NA,0.666666666666665,0.5,NA,NA,0.666666666666665,0.5,0.28867513459481,0.166666666666665,36.660605559647,-8.99999999999999,0.222222222222222,NA,NA,7.00000000000001,-4.49999999999999,2
SKO.AX,multipleSymbols,SKO.AX,2,1,26,26,26,26,0,26,0,NA,NA,100,0,NA,26,26,NA,NA,26,26,NA,NA,NA,-14,1.85714285714286,NA,NA,27.9999999999999,-12,26
SKT.AX,multipleSymbols,SKT.AX,2,1,3,2.99999999999998,2.99999999999998,2.99999999999998,0,2.99999999999998,0,NA,NA,100,0,NA,2.99999999999998,2.99999999999998,NA,NA,2.99999999999998,2.99999999999998,NA,NA,NA,-24,0.125,NA,NA,13,-11,3
SKY.AX,multipleSymbols,SKY.AX,2,1,-1,-1,-1,0,-1,0,-1,NA,NA,0,100,0,NA,NA,-1,-1,-1,-1,NA,NA,NA,-1,-1,NA,NA,0,-1,-1
SLR.AX,multipleSymbols,SLR.AX,10,5,-68.4999999999999,-13.7,-9,1.99999999999999,-37,1.99999999999999,-70.5,14.6696966567138,6.56048778674269,20,80,0.028368794326241,1.99999999999999,1.99999999999999,-17.625,-13,-13.7,-9,14.6696966567138,6.56048778674269,-14.8251707488427,-68.9999999999999,-0.992753623188406,0.113475177304964,0.153846153846153,0.5,-68.4999999999999,-68.4999999999999
SMI.AX,multipleSymbols,SMI.AX,4,2,27,13.5,13.5,29.5,-2.5,29.5,-2.5,22.6274169979695,16,50,50,11.8,29.5,29.5,-2.5,-2.5,13.5,13.5,22.6274169979695,16,9.47107026027154,-27.5,0.981818181818182,11.8,11.8,36.5,-5.49999999999999,27
SMN.AX,multipleSymbols,SMN.AX,2,1,-1,-1,-1,0,-1,0,-1,NA,NA,0,100,0,NA,NA,-1,-1,-1,-1,NA,NA,NA,-19,-0.0526315789473684,NA,NA,9,-10,-1
SMP.AX,multipleSymbols,SMP.AX,4,2,2,1,1,22.5,-20.5,22.5,-20.5,30.4055915910215,21.5,50,50,1.09756097560976,22.5,22.5,-20.5,-20.5,1,1,30.4055915910215,21.5,0.522091728387062,-22,0.0909090909090909,1.09756097560976,1.09756097560976,3,-20.5,2
SMR.AX,multipleSymbols,SMR.AX,12,6,65.6911,10.9485166666667,0.0146999999999953,51,-13,85,-19.3089,25.1802279896284,10.2797850302561,50,50,4.40211508682525,28.3333333333333,33,-6.4363,-5.33830000000001,10.9485166666667,0.0146999999999953,25.1802279896284,10.2797850302561,6.90233281532888,-43,1.5277,4.40211508682525,6.18174325159694,65.6911,-36.3089,65.6911
SNC.AX,multipleSymbols,SNC.AX,2,1,4,4,4,4,0,4,0,NA,NA,100,0,NA,4,4,NA,NA,4,4,NA,NA,NA,-2,2,NA,NA,4.5,-0.5,4
SND.AX,multipleSymbols,SND.AX,8,4,-1.00000000000001,-0.250000000000003,0.25,4,-5.50000000000002,6.50000000000001,-7.50000000000002,4.3301270189222,2.1650635094611,50,50,0.866666666666665,3.25,3.25,-3.75000000000001,-3.75000000000001,-0.250000000000003,0.25,4.3301270189222,2.1650635094611,-0.916515138991177,-18.5,-0.0540540540540548,0.866666666666665,0.866666666666665,11,-7.50000000000001,-1.00000000000001
SNL.AX,multipleSymbols,SNL.AX,2,1,35.9999999999999,35.9999999999999,35.9999999999999,35.9999999999999,0,35.9999999999999,0,NA,NA,100,0,NA,35.9999999999999,35.9999999999999,NA,NA,35.9999999999999,35.9999999999999,NA,NA,NA,-39.0000000000001,0.92307692307692,NA,NA,75,-10.0000000000001,35.9999999999999
SO4.AX,multipleSymbols,SO4.AX,2,1,-3,-3,-3,0,-3,0,-3,NA,NA,0,100,0,NA,NA,-3,-3,-3,-3,NA,NA,NA,-5.99999999999999,-0.500000000000001,NA,NA,0,-5.99999999999999,-3
SOR.AX,multipleSymbols,SOR.AX,2,1,13,13,13,13,0,13,0,NA,NA,100,0,NA,13,13,NA,NA,13,13,NA,NA,NA,-45,0.288888888888889,NA,NA,58,0,13
SPA.AX,multipleSymbols,SPA.AX,2,1,6.90000000000001,6.90000000000001,6.90000000000001,6.90000000000001,0,6.90000000000001,0,NA,NA,100,0,NA,6.90000000000001,6.90000000000001,NA,NA,6.90000000000001,6.90000000000001,NA,NA,NA,-8.1,0.851851851851852,NA,NA,14.7,-0.999999999999993,6.90000000000001
SPK.AX,multipleSymbols,SPK.AX,2,1,-14.9999999999999,-14.9999999999999,-14.9999999999999,0,-14.9999999999999,0,-14.9999999999999,NA,NA,0,100,0,NA,NA,-14.9999999999999,-14.9999999999999,-14.9999999999999,-14.9999999999999,NA,NA,NA,-14.9999999999999,-1,NA,NA,0,-14.9999999999999,-14.9999999999999
SPL.AX,multipleSymbols,SPL.AX,2,1,44.5,44.5,44.5,44.5,0,44.5,0,NA,NA,100,0,NA,44.5,44.5,NA,NA,44.5,44.5,NA,NA,NA,-42.0000000000001,1.05952380952381,NA,NA,86.5,0,44.5
SPN.AX,multipleSymbols,SPN.AX,2,1,-83.5,-83.5,-83.5,0,-83.5,0,-83.5,NA,NA,0,100,0,NA,NA,-83.5,-83.5,-83.5,-83.5,NA,NA,NA,-97.5,-0.856410256410256,NA,NA,14,-83.5,-83.5
SPZ.AX,multipleSymbols,SPZ.AX,2,1,-3.5,-3.5,-3.5,0,-3.5,0,-3.5,NA,NA,0,100,0,NA,NA,-3.5,-3.5,-3.5,-3.5,NA,NA,NA,-6,-0.583333333333333,NA,NA,0.5,-5.5,-3.5
SRG.AX,multipleSymbols,SRG.AX,8,4,7.50000000000001,1.875,3.25,4.5,-3.5,11,-3.5,3.68272996566406,1.84136498283203,75,25,3.14285714285714,3.66666666666667,3.99999999999999,-3.5,-3.5,1.875,3.25,3.68272996566406,1.84136498283203,8.08223859120488,-6,1.25,1.04761904761905,1.14285714285714,8,-1.5,7.50000000000001
SSG.AX,multipleSymbols,SSG.AX,8,4,-6.99999999999998,-1.75,-0.5,5,-11,5,-12,6.70198975429436,3.35099487714718,25,50,0.416666666666667,5,5,-5.99999999999999,-5.99999999999999,-1.75,-0.5,6.70198975429436,3.35099487714718,-4.14509567824654,-19.5,-0.358974358974359,0.833333333333335,0.833333333333335,7.50000000000001,-12,-6.99999999999998
SSM.AX,multipleSymbols,SSM.AX,10,5,39,7.80000000000001,6.00000000000001,30,-6.49999999999999,45.5,-6.49999999999999,13.4378197636373,6.00957569217662,80,20,7.00000000000001,11.375,6.00000000000001,-6.49999999999999,-6.49999999999999,7.80000000000001,6.00000000000001,13.4378197636373,6.00957569217662,9.21437878582677,-13,3,1.75,0.923076923076925,39,-8,39
STA.AX,multipleSymbols,STA.AX,6,3,-7,-2.33333333333333,-5.5,6.5,-8,6.5,-13.5,7.75134396948899,4.47524052736585,33.3333333333333,66.6666666666667,0.481481481481481,6.5,6.5,-6.75,-6.75,-2.33333333333333,-5.5,7.75134396948899,4.47524052736585,-4.77859304150402,-16,-0.4375,0.962962962962963,0.962962962962963,7.50000000000001,-8.5,-7
STG.AX,multipleSymbols,STG.AX,4,2,19.9236,9.9618,9.9618,27,-7.0764,27,-7.0764,24.0956535184253,17.0382,50,50,3.81549940647787,27,27,-7.0764,-7.0764,9.9618,9.9618,24.0956535184253,17.0382,6.56295428312227,-31.2014,0.638548270269923,3.81549940647787,3.81549940647787,49.625,-2.25,19.9236
STN.AX,multipleSymbols,STN.AX,2,1,4.5,4.5,4.5,4.5,0,4.5,0,NA,NA,100,0,NA,4.5,4.5,NA,NA,4.5,4.5,NA,NA,NA,-3,1.5,NA,NA,5.5,-1.5,4.5
SUD.AX,multipleSymbols,SUD.AX,2,1,-1,-1,-1,0,-1,0,-1,NA,NA,0,100,0,NA,NA,-1,-1,-1,-1,NA,NA,NA,-19,-0.0526315789473684,NA,NA,9,-10,-1
SUP.AX,multipleSymbols,SUP.AX,2,1,-11,-11,-11,0,-11,0,-11,NA,NA,0,100,0,NA,NA,-11,-11,-11,-11,NA,NA,NA,-19,-0.578947368421053,NA,NA,8,-11,-11
SVM.AX,multipleSymbols,SVM.AX,4,2,-31,-15.5,-15.5,0,-21,0,-31,7.77817459305202,5.5,0,100,0,NA,NA,-15.5,-15.5,-15.5,-15.5,7.77817459305202,5.5,-31.634012451816,-38.5,-0.805194805194805,NA,NA,1,-37.5,-31
SVY.AX,multipleSymbols,SVY.AX,2,1,-7.5,-7.50000000000001,-7.50000000000001,0,-7.50000000000001,0,-7.50000000000001,NA,NA,0,100,0,NA,NA,-7.50000000000001,-7.50000000000001,-7.50000000000001,-7.50000000000001,NA,NA,NA,-8.5,-0.882352941176471,NA,NA,0,-8.5,-7.5
SWM.AX,multipleSymbols,SWM.AX,6,3,-10,-3.33333333333333,-2,3,-11,3,-13,7.09459888459759,4.09606857581484,33.3333333333333,66.6666666666667,0.230769230769231,3,3,-6.5,-6.5,-3.33333333333333,-2,7.09459888459759,4.09606857581484,-7.45849442400058,-25,-0.4,0.461538461538462,0.461538461538462,14,-11,-10
SXA.AX,multipleSymbols,SXA.AX,2,1,6.5,6.5,6.5,6.5,0,6.5,0,NA,NA,100,0,NA,6.5,6.5,NA,NA,6.5,6.5,NA,NA,NA,-5,1.3,NA,NA,9.5,0,6.5
SXE.AX,multipleSymbols,SXE.AX,4,2,-9,-4.5,-4.5,0,-9,0,-9,6.36396103067893,4.5,0,50,0,NA,NA,-9,-9,-4.5,-4.5,6.36396103067893,4.5,-11.2249721603218,-9.5,-0.947368421052632,NA,NA,0.5,-9,-9
SXY.AX,multipleSymbols,SXY.AX,4,2,0.5,0.249999999999997,0.249999999999997,0.499999999999995,0,0.499999999999995,0,0.35355339059327,0.249999999999997,50,0,NA,0.499999999999995,0.499999999999995,NA,NA,0.249999999999997,0.249999999999997,0.35355339059327,0.249999999999997,11.2249721603218,-4.5,0.111111111111111,NA,NA,3,-1.5,0.5
SYA.AX,multipleSymbols,SYA.AX,2,1,-11.5,-11.5,-11.5,0,-11.5,0,-11.5,NA,NA,0,100,0,NA,NA,-11.5,-11.5,-11.5,-11.5,NA,NA,NA,-13.5,-0.851851851851852,NA,NA,0,-13.5,-11.5
SYR.AX,multipleSymbols,SYR.AX,8,4,-56.9044,-14.2261,-9.5,0,-35.9044,0,-56.9044,14.900763453819,7.45038172690948,0,100,0,NA,NA,-14.2261,-9.5,-14.2261,-9.5,14.900763453819,7.45038172690948,-15.1557560830977,-78.5195,-0.724716790096728,NA,NA,12.6151,-65.9044,-56.9044
TAH.AX,multipleSymbols,TAH.AX,2,1,19,19,19,19,0,19,0,NA,NA,100,0,NA,19,19,NA,NA,19,19,NA,NA,NA,-28.0000000000001,0.678571428571427,NA,NA,43.0000000000001,-27,19
TAO.AX,multipleSymbols,TAO.AX,4,2,-81,-40.5,-40.5,30,-111,30,-111,99.7020561473032,70.5,50,50,0.27027027027027,30,30,-111,-111,-40.5,-40.5,99.7020561473032,70.5,-6.44838826231254,-112,-0.723214285714286,0.27027027027027,0.27027027027027,31,-81,-81
TCO.AX,multipleSymbols,TCO.AX,4,2,0.500000000000014,0.250000000000006,0.250000000000006,2,-1.49999999999999,2,-1.49999999999999,2.47487373415291,1.75,50,50,1.33333333333334,2,2,-1.49999999999999,-1.49999999999999,0.250000000000006,0.250000000000006,2.47487373415291,1.75,1.60356745147459,-2,0.250000000000007,1.33333333333334,1.33333333333334,1.50000000000001,-1.5,0.500000000000014
TDL.AX,multipleSymbols,TDL.AX,2,1,-2,-2,-2,0,-2,0,-2,NA,NA,0,100,0,NA,NA,-2,-2,-2,-2,NA,NA,NA,-39,-0.0512820512820513,NA,NA,0,-39,-2
TEK.AX,multipleSymbols,TEK.AX,2,1,-3,-3,-3,0,-3,0,-3,NA,NA,0,100,0,NA,NA,-3,-3,-3,-3,NA,NA,NA,-4.5,-0.666666666666667,NA,NA,1,-3.5,-3
TER.AX,multipleSymbols,TER.AX,6,3,15,5,10.5,13,-8.5,23.5,-8.5,11.7579760163048,6.78847061813877,66.6666666666667,33.3333333333333,2.76470588235294,11.75,11.75,-8.5,-8.5,5,10.5,11.7579760163048,6.78847061813877,6.75052740555615,-27,0.555555555555555,1.38235294117647,1.38235294117647,42,-3.00000000000001,15
TGF.AX,multipleSymbols,TGF.AX,2,1,-23,-23,-23,0,-23,0,-23,NA,NA,0,100,0,NA,NA,-23,-23,-23,-23,NA,NA,NA,-25,-0.92,NA,NA,2,-23,-23
TGN.AX,multipleSymbols,TGN.AX,2,1,25.5,25.5,25.5,25.5,0,25.5,0,NA,NA,100,0,NA,25.5,25.5,NA,NA,25.5,25.5,NA,NA,NA,-9,2.83333333333333,NA,NA,34.5,-1.5,25.5
TGO.AX,multipleSymbols,TGO.AX,2,1,11.5,11.5,11.5,11.5,0,11.5,0,NA,NA,100,0,NA,11.5,11.5,NA,NA,11.5,11.5,NA,NA,NA,-3.5,3.28571428571429,NA,NA,11.5,0,11.5
TIE.AX,multipleSymbols,TIE.AX,6,3,22,7.33333333333333,-0.5,26,-3.5,26,-4,16.2352497157676,9.37342579375924,33.3333333333333,66.6666666666667,6.49999999999999,26,26,-2,-2,7.33333333333333,-0.5,16.2352497157676,9.37342579375924,7.17038910548951,-12.5,1.76,13,13,32,-3.5,22
